Term;Scientific Name;Type;workId;WordsFrame;Sentence
ash;Fraxinus;organism;PG11752;10.0;there remained of this village the skeletons of two houses, and for the rest a jumble of bricks, rafters half-burned, many calcined fragments of humanity, and ashes.
brick;Thunbergia mysorensis;organism;PG11752;10.0;there remained of this village the skeletons of two houses, and for the rest a jumble of bricks, rafters half-burned, many calcined fragments of humanity, and ashes.
flax;Linum usitatissimum;organism;PG11752;10.0;"the hair like flax, blood-dabbled!"""
diver;Gavia;organism;PG11752;11.0;"the man flung out his soft hands and snarled,""we are tempted in divers and insidious ways."
ash;Fraxinus;organism;PG11752;11.0;"presently, as in legend was re-born the arabian bird, arises from these ashes a lordlier and more spacious town."""
bird;Aves;organism;PG11752;11.0;"presently, as in legend was re-born the arabian bird, arises from these ashes a lordlier and more spacious town."""
horse;Equus ferus caballus;organism;PG11752;11.0;"""ouais, messire, mon mary faict les chancons--"" she paused, with dilatory caution, for camoys had leaped from his horse, giving a great laugh."
horse;Equus ferus caballus;organism;PG11752;12.0;now camoys' tethered horse, rearing with nervousness, tumbled his master's flat-topped helmet into the road.
horse;Equus ferus caballus;organism;PG11752;15.0;in a wood near the castle he approached a company of spaniards, four in number, their horses tethered while these men,oviedans, as they told him,drank about a great stone which served them for a table.
ash;Fraxinus;organism;PG11752;16.0;or a woman, say--a woman's twisted and naked body, the breasts yet horribly heaving, in the red ashes of some village, or the already dripping hoofs which will presently crush this body.
red ash;Alphitonia excelsa;organism;PG11752;16.0;or a woman, say--a woman's twisted and naked body, the breasts yet horribly heaving, in the red ashes of some village, or the already dripping hoofs which will presently crush this body.
friar;Atherina;organism;PG11752;17.0;"""you whine like a canting friar,"" the page complained, ""and i can assure you that the lady ellinor was prompted rather than hindered by her god-given faculties of sight and hearing and so on when she fell in love with de gatinais."
ant;Formicidae;organism;PG11752;17.0;multitudinously we tread toward oblivion, as ants hasten toward sugar, and presently time cometh with his broom.
grass;Agrostis capillaris;organism;PG11752;17.0;"""vine-crowned is the fair peril that guards the grasses yonder, and her breasts are naked."
grass;Poaceae;organism;PG11752;17.0;"""vine-crowned is the fair peril that guards the grasses yonder, and her breasts are naked."
dog;Canis lupus familiaris;organism;PG11752;18.0;and he leaped a stile to share his allotted provision with a dying dog, and afterward, being hungry, a wall to pilfer apples, while i walked in the trodden path.
apple;Malus domestica;organism;PG11752;18.0;and he leaped a stile to share his allotted provision with a dying dog, and afterward, being hungry, a wall to pilfer apples, while i walked in the trodden path.
dog;Canidae;organism;PG11752;18.0;and he leaped a stile to share his allotted provision with a dying dog, and afterward, being hungry, a wall to pilfer apples, while i walked in the trodden path.
apple;Malus domestica;organism;PG11752;18.0;at times he stumbled as he stared about him and munched his apples, so that he was all bemired, but i walked in the trodden path.
apple;Malus domestica;organism;PG11752;18.0;'let us not enter,' he said, 'for the citadel is vacant, and, moreover, i am in profound terror, and, besides, i have not as yet eaten all my apples.'
rose;Rosa;organism;PG11752;18.0;thou that art more fair than any flower of the eglantine, more comely than the blossoming of the rose or of the lily!
lily;Lilium;organism;PG11752;18.0;thou that art more fair than any flower of the eglantine, more comely than the blossoming of the rose or of the lily!
fir;Abies;organism;PG11752;19.0;thus the prince and his attendant came, in late september, to mauleon, on the castilian frontier, and dined there at the fir cone.
cat;Felis;organism;PG11752;19.0;yes, the fellow informed them,the prince de gatinais had lodged there for a whole week, watching the north road, as circumspect of all passage as a cat over a mouse-hole.
pig;Sus;organism;PG11752;20.0;i perceive that the devil is far more subtle than you, messire, and leads you, like a pig with a ring in his nose, toward gross iniquity.
pig;Suidae;organism;PG11752;20.0;i perceive that the devil is far more subtle than you, messire, and leads you, like a pig with a ring in his nose, toward gross iniquity.
oak;Quercus;organism;PG11752;20.0;his foot slipped in the spilth of wine, and the huge body went down like an oak, his head striking one leg of the table.
beast;Animalia;organism;PG11752;21.0;"i saw all hope of you vanish, all hope of sicily--in effect, i lied as a cornered beast spits out his venom."""
fly;Diptera;organism;PG11752;21.0;i say that, here at last, he had done a knightly deed, but she thought little of it, never raised her head as the troop clattered from mauleon, with a lessening beat which lapsed now into the blunders of an aging fly who doddered about the window yonder.
butterfly;Pieris (Pieridae);organism;PG11752;22.0;meregrett of france, thinking to preserve a hoodwinked gentleman, annoys a spider, and by the grace of destiny the web of that cunning insect entraps a butterfly, a wasp, and then a god, who shatters it.
wasp;Vespidae;organism;PG11752;22.0;meregrett of france, thinking to preserve a hoodwinked gentleman, annoys a spider, and by the grace of destiny the web of that cunning insect entraps a butterfly, a wasp, and then a god, who shatters it.
insect;Insecta;organism;PG11752;22.0;meregrett of france, thinking to preserve a hoodwinked gentleman, annoys a spider, and by the grace of destiny the web of that cunning insect entraps a butterfly, a wasp, and then a god, who shatters it.
spider;Araneae;organism;PG11752;22.0;meregrett of france, thinking to preserve a hoodwinked gentleman, annoys a spider, and by the grace of destiny the web of that cunning insect entraps a butterfly, a wasp, and then a god, who shatters it.
wasp;Hymenoptera;organism;PG11752;22.0;meregrett of france, thinking to preserve a hoodwinked gentleman, annoys a spider, and by the grace of destiny the web of that cunning insect entraps a butterfly, a wasp, and then a god, who shatters it.
tree;Tracheophyta;organism;PG11752;23.0;we know, nowadays, it was not merely the trees she was considering.
diver;Gavia;organism;PG11752;24.0;undoubtedly, to light on edward longshanks alone in a forest would appear to king philippe, if properly attended, a tempting chance to settle divers difficulties, once for all, and sire edward knew the conscience of his old opponent to be invulnerable.
merlin;Falco columbarius;organism;PG11752;24.0;"""in that event, i have to-night enregistered my name among the goodly company of love's lunatics,--as yokefellow with dan merlin in his thornbush, and with wise salomon when he capered upon the high places of chemosh, and with duke ares sheepishly agrin in the net of mulciber."
herring;Herklotsichthys;organism;PG11752;25.0;"""it would be very easy now to strangle this herring,"" sire edward reflected."
bush;Viburnum plicatum;organism;PG11752;25.0;"""hoh, messire d'aquitaine, the bushes of ermenoueil are alive with my associates."
cut-throat;Amadina fasciata;organism;PG11752;26.0;"now listen, madame--listen, the while that i have my singing out, whatever any little cut-throats may be planning in corners."""
merlin;Falco columbarius;organism;PG11752;26.0;"""as, later on, death will, half-idly, still our pleasuring, and change for fevered laughter in the sun sleep such as merlin's,--and excess thereof,-- whence we, divorceless death our viviaine implacable, may never more regain the unforgotten rapture, and the pain and grief and ecstasy of life and love."
lion;Panthera leo;organism;PG11752;27.0;you grimacing baby, do you think to ensnare a lion with such a flimsy rat-trap?
beast;Animalia;organism;PG11752;27.0;"wise persons do not hunt lions with these contraptions,for it is the nature of a rat-trap, fair cousin, to ensnare not the beast which imperiously desires and takes in daylight, but the tinier and the filthier beast that covets meanly and attacks under the cover of darkness--as do you and your seven skulkers!"""
lion;Panthera leo;organism;PG11752;27.0;"wise persons do not hunt lions with these contraptions,for it is the nature of a rat-trap, fair cousin, to ensnare not the beast which imperiously desires and takes in daylight, but the tinier and the filthier beast that covets meanly and attacks under the cover of darkness--as do you and your seven skulkers!"""
horse;Equus ferus caballus;organism;PG11752;28.0;"""at every tree-bole a tethered horse awaits us, and a ship awaits our party at fecamp."
elephant;Elephantidae;organism;PG11752;28.0;"does not the seasoned hunter adapt his snare to the qualities of his prey, and take the elephant through his curiosity, as the snake through his notorious treachery?"""
snake;Serpentes;organism;PG11752;28.0;"does not the seasoned hunter adapt his snare to the qualities of his prey, and take the elephant through his curiosity, as the snake through his notorious treachery?"""
elephant;Proboscidea;organism;PG11752;28.0;"does not the seasoned hunter adapt his snare to the qualities of his prey, and take the elephant through his curiosity, as the snake through his notorious treachery?"""
spider;Araneae;organism;PG11752;28.0;beau sire, i came hither to aid a brave man infamously trapped, and instead i find an alert spider, snug in his cunning web, and patiently waiting until the gnats of france fly near enough.
gregory;Stegastinae;organism;PG11752;29.0;the story of the choices in the year of grace 1327,thus nicolas begins,you could have found in all england no couple more ardent in affection or in despair more affluent than rosamund eastney and sir gregory darrell.
gregory;Stegastinae;organism;PG11752;29.0;"the earl was wont to say, ""in sincerity i am fond of gregory darrell, and if he chooses to make love to my daughter that is none of my affair."
corn;Zea mays;organism;PG11752;29.0;the eyes and the brain preserve a proverbial warfare, which is the source of all amenity, for without lady-service there would be no songs and tourneys, no measure and no good breeding, and a man delinquent in domnei is no more to be valued than an ear of corn without the grain.
gregory;Stegastinae;organism;PG11752;29.0;"no, i am so profoundly an admirer of love that i can never willingly behold him slain, of a surfeit, by matrimony, besides, this rapscallion gregory could not to advantage exchange purses with lazarus in the parable, and, moreover, rosamund is to marry the earl of sarum a little after all saints' day."""
goat;Capra hircus;organism;PG11752;29.0;"""why, the old goat has had four wives already!"""
gregory;Stegastinae;organism;PG11752;29.0;thus it fell out that sir gregory came and went at his own discretion as concerned lord berners' fief of ordish, all through those choppy times of warfare between sire edward and queen ysabeau.
gregory;Stegastinae;organism;PG11752;29.0;it was in the september of this year, a little before michaelmas, that they brought sir gregory darrell to be judged by the queen, notoriously the knight had been her husband's adherent.
gregory;Stegastinae;organism;PG11752;29.0;"she demanded--""or are you mad, then, gregory darrell, that you dare ride past my gates alone?"""
dog;Canis lupus familiaris;organism;PG11752;30.0;there was in the room a little dog which had come to the queen, and now licked the palm of her left hand, and the soft lapping of its tongue was the only sound you heard.
dog;Canidae;organism;PG11752;30.0;there was in the room a little dog which had come to the queen, and now licked the palm of her left hand, and the soft lapping of its tongue was the only sound you heard.
palm;Arecaceae;organism;PG11752;30.0;there was in the room a little dog which had come to the queen, and now licked the palm of her left hand, and the soft lapping of its tongue was the only sound you heard.
gregory;Stegastinae;organism;PG11752;30.0;yet listen,i, too, must ride with you to ordish--as your sister, say--gregory, did i not hang, last april, the husband of your sister?
gregory;Stegastinae;organism;PG11752;30.0;"""i design torture,"" the queen said, ""ah, i perfect exquisite torture, for you have proven recreant, you have forgotten the maid ysabeau,--le desir du cuer, was it not, my gregory, that you were wont to call her, as nowadays this rosamund is the desire of your heart."
palm;Arecaceae;organism;PG11752;30.0;his palms clutched at heaven.
gregory;Stegastinae;organism;PG11752;31.0;so to ordish in that twilight came the countess of farrington, with a retinue of twenty men-at-arms, and her brother sir gregory darrell.
gregory;Stegastinae;organism;PG11752;31.0;the period appears to have been after supper, and the girl sat with gregory darrell in not the most brilliant corner of the main hall.
gregory;Stegastinae;organism;PG11752;31.0;"and then he halloaed, ""gregory, madame de farrington demands that racy song you made against queen ysabeau during your last visit."""
gregory;Stegastinae;organism;PG11752;31.0;sang sir gregory,
sage;Salvia patens;organism;PG11752;31.0;"""dame ysabeau, la prophecie que li sage dit ne ment mie, que la royne sut ceus grever qui tantost laquais sot aymer--"",4,and so on."
gregory;Stegastinae;organism;PG11752;31.0;yet sir gregory delivered it with an incisive gusto, desperately countersigning his own death warrant.
gregory;Stegastinae;organism;PG11752;31.0;sang sir gregory,
fly;Diptera;organism;PG11752;31.0;and when darrell had ended, the countess of farrington, without speaking, swept her left hand toward her cheek and by pure chance caught between thumb and forefinger the autumn-numbed fly that had annoyed her.
dog;Canis lupus familiaris;organism;PG11752;31.0;"""we read, messire de berners, that when the she-wolf once acknowledges a master she will follow him as faithfully as any dog."
dog;Canidae;organism;PG11752;31.0;"""we read, messire de berners, that when the she-wolf once acknowledges a master she will follow him as faithfully as any dog."
rose;Rosa;organism;PG11752;32.0;"""i would answer, my sister, that as she has found in england but one man, i have found in england but one woman--the rose of all the world."""
gregory;Stegastinae;organism;PG11752;32.0;the girl was now fulfilled with a great blaze of exultation,to-morrow gregory must die, and then perhaps she might find time for tears, meanwhile, before her eyes, the man had flung away a kingdom and life itself for love of her, and the least nook of her heart ached to be a shade more worthy of the sacrifice.
gregory;Stegastinae;organism;PG11752;32.0;it is certain that when this gregory laughs god is more happy.
bear;Ursidae;organism;PG11752;33.0;"""bear witness when he comes that i never hated him."
gregory;Stegastinae;organism;PG11752;33.0;"innocence you have, and youth, and untroubled eyes, and quiet dreams, and the fond graveness of a child, and gregory darrell's love--"" now ysabeau sat down upon the bed and caught up the girl's face between two fevered hands."
gregory;Stegastinae;organism;PG11752;33.0;"""nay, kill me if you will, madame, since you are the stronger, yet, with my dying breath, i protest that gregory has loved no woman truly in all his life except me."""
gregory;Stegastinae;organism;PG11752;33.0;since boyhood gregory darrell has loved me, o white, palsied innocence!
gregory;Stegastinae;organism;PG11752;33.0;i know that gregory darrell loves me, yet i have long ago acknowledged he loves me as one pets a child, or, let us say, a spaniel which reveres and amuses one.
gregory;Stegastinae;organism;PG11752;34.0;to-day i looked on gregory darrell, and knew that i was wise in love--and i had but to crush a lewd soft worm to come to him.
gregory;Stegastinae;organism;PG11752;34.0;"the girl said,""let us grant that gregory loves you very greatly, and me just when his leisure serves."
gregory;Stegastinae;organism;PG11752;34.0;"""we know this gregory darrell,"" the queen said in the darkness, ""ah, to the marrow we know him, however steadfastly we blink, and we know the present turmoil of his soul, and in common-sense what chance have you of victory?"""
gregory;Stegastinae;organism;PG11752;35.0;"""yet i do not think that our gregory could very long endure a wife given over to such high-minded talking."
gregory;Stegastinae;organism;PG11752;35.0;about dawn one of the queen's attendants roused sir gregory darrell and conducted him into the hedged garden of ordish, where ysabeau walked in tranquil converse with lord berners.
gregory;Stegastinae;organism;PG11752;35.0;"""my lad,"" said he, and clapped sir gregory upon the shoulder, ""you have, i do protest, the very phoenix of sisters."
gregory;Stegastinae;organism;PG11752;35.0;"""i am not used to beg, but within this hour you encounter death, and i have loved no man in all my life saving only you, sir gregory darrell."
gregory;Stegastinae;organism;PG11752;35.0;for i am mistress of england now, and england would i give you, and such love as that slim, white innocence has never dreamed of would i give you, gregory darrell--no, no!
gregory;Stegastinae;organism;PG11752;35.0;"hoh, many strong men have been slain by me, and in the gray time to come will many others be slain by me, it may be, but never you among them, my gregory, who are more wary, and more merciful, and who know that i have need to lay aside at least one comfortable thought against eternity."""
gregory;Stegastinae;organism;PG11752;35.0;said gregory darrell,
gregory;Stegastinae;organism;PG11752;35.0;and what is this man, this gregory darrell, that his welfare should be considered?
ape;Hominidae;organism;PG11752;35.0;an ape who chatters to himself of kinship with the archangels while filthily he digs for groundnuts!
groundnut;Conopodium majus;organism;PG11752;35.0;an ape who chatters to himself of kinship with the archangels while filthily he digs for groundnuts!
sponge;Porifera;organism;PG11752;35.0;he must measure, to a hair's-breadth, every content of the world by means of a bloodied sponge, tucked somewhere in his skull, a sponge which is ungeared by the first cup of wine and ruined by the touch of his own finger.
gregory;Stegastinae;organism;PG11752;36.0;here, then, is the grant, my gregory, that conveys to you those lands of ralph de belomys which last year i confiscated.
gregory;Stegastinae;organism;PG11752;36.0;about them fell the dying leaves, of many glorious colors, but the air of this new day seemed raw and chill, while, very calmly, dame ysabeau took sir gregory's hand and laid it upon the hand of rosamund eastney.
horse;Equus ferus caballus;organism;PG11752;36.0;and within the hour came hubert frayne to ordish, on a foam-specked horse, as he rode to announce to the king's men the king's barbaric murder overnight, at berkeley castle, by queen ysabeau's order.
gregory;Stegastinae;organism;PG11752;36.0;sir gregory darrell laughed, very bitterly.
nightingale;Luscinia;organism;PG11752;37.0;at hand a nightingale carolled as though an exiled prince were the blithest spectacle the moon knew.
nightingale;Luscinia;organism;PG11752;37.0;the nightingale sang.
nightingale;Luscinia;organism;PG11752;37.0;the nightingale discoursed as if on a wager.
bird;Aves;organism;PG11752;37.0;presently was mingled with the bird's descant another kind of singing.
nightingale;Luscinia;organism;PG11752;38.0;followed the beat of lessening footfalls, while the nightingale improvised an envoi.
bird;Aves;organism;PG11752;38.0;but earlier jehan kuypelant also had sung, as though in rivalry with the bird.
owl;Strigiformes;organism;PG11752;38.0;for all that the litany ceased when time had pilfered the victim, and flouted thy pale-lipped priest, and set astir in the temple where burned the fires of thy shrine the owls and wolves of the desert-- yet hearken,,the issue is thine!
wolf;Canis lupus;organism;PG11752;38.0;for all that the litany ceased when time had pilfered the victim, and flouted thy pale-lipped priest, and set astir in the temple where burned the fires of thy shrine the owls and wolves of the desert-- yet hearken,,the issue is thine!
birch;Betula;organism;PG11752;39.0;"""fair is the form unbeholden, and golden the glory of thee whose voice is the voice of a vision whose face is the foam of the sea, and the fall of whose feet is the flutter of breezes in birches and pine, when thou drawest near me, to hear me, and cheer me,,the moment is thine!"
horse;Equus ferus caballus;organism;PG11752;41.0;a little afterward a gaunt and haggard old man, bareheaded and very hastily dressed, reined his horse by the queen's side.
horse;Equus ferus caballus;organism;PG11752;41.0;he turned upon the lords and bishops twittering about his horse's tail.
gregory;Stegastinae;organism;PG11752;43.0;your comfortable letter came to me on saint gregory's day, and i was never so glad as when i heard by your letter that ye were strong enough in ponthieu by the grace of god for to keep you from your enemies.
gregory;Stegastinae;organism;PG11752;44.0;written at york, in the castle, on saint gregory's day last past, by your own poor
leopard;Panthera pardus;organism;PG11752;44.0;as a leopard springs he leaped upon the king, and grasping him by each shoulder, shook that monarch as one punishing a child.
corn;Zea mays;organism;PG11752;44.0;"here beyond doubt is the cock of aesop's fable,"" snarled john copeland, ""who unearthed a gem and grumbled that his diamond was not a grain of corn."""
sole;Paraplagusia;organism;PG11752;46.0;anne of bohemia has one sole friend, and by him plays the friend's part, and in doing so achieves their common anguish, as well as the confusion of statecraft and the poulticing of a great disease.
falcon;Falco;organism;PG11752;46.0;"while the thought's commentary ran, unacknowledged, ""yes, as an eagle resembles a falcon!"""
tang;Zebrasoma;organism;PG11752;46.0;her husband granted her a bright and fresh perfection of form and color, but desiderated any appetizing tang, and lamented, in his phrase, a certain kinship to the impeccable loveliness of some female saint in a jaunty tapestry, bright as ice in sunshine, just so her beauty chilled you, he complained,moreover, this daughter of the caesars had been fetched into england, chiefly, to breed him children, and this she had never done.
tui;Prosthemadera novaeseelandiae novaeseelandiae;organism;PG11752;47.0;yet ever to a dreamed-of goal we make-- est tui coeli in palatio!
cattle;Bos taurus;organism;PG11752;47.0;no, the priest said, the peasants, like the cattle, were always deeded with the land, and simon could not lawfully be taken away from his owner.
grass;Agrostis capillaris;organism;PG11752;47.0;one day, about the hour of prime, in that season of the year when fields smell of young grass, the duke of gloucester sent for edward maudelain.
grass;Poaceae;organism;PG11752;47.0;one day, about the hour of prime, in that season of the year when fields smell of young grass, the duke of gloucester sent for edward maudelain.
black prince;Rohana parisatis;organism;PG11752;48.0;they plead for the black prince's heir, for the legitimate heir.
demoiselle;Chromis dispila;organism;PG11752;48.0;"""when they were drawing up the great peace at bretigny, it happened, as is notorious, that the black prince, my brother, wooed in this town the demoiselle alixe riczi, whom in the outcome he abducted."
black prince;Rohana parisatis;organism;PG11752;48.0;"""when they were drawing up the great peace at bretigny, it happened, as is notorious, that the black prince, my brother, wooed in this town the demoiselle alixe riczi, whom in the outcome he abducted."
demoiselle;Neopomacentrus;organism;PG11752;48.0;"""when they were drawing up the great peace at bretigny, it happened, as is notorious, that the black prince, my brother, wooed in this town the demoiselle alixe riczi, whom in the outcome he abducted."
palm;Arecaceae;organism;PG11752;48.0;the duke on a sudden flung out his hands, like a wizard whose necromancy fails, and the palms were bloodied where his nails had cut the flesh.
wolf;Canis lupus;organism;PG11752;48.0;he made pretence to read the paper carefully, but his eyes roved, and he knew that he stood among wolves.
snake;Serpentes;organism;PG11752;49.0;"without any animosity, would i slay you then, just as i would kill as many splendid snakes!"""
cattle;Bos taurus;organism;PG11752;49.0;it was strange, though, that in this glorious fief of his so many persons should, as yet, live day by day as cattle live, suspicious of all other moving things,with reason,, and roused from their incurious and filthy apathy only when some glittering baron, like a resistless eagle, swept uncomfortably near as he passed on some by-errand of the more bright and windy upper-world.
wolf;Canis lupus;organism;PG11752;49.0;as illuminate by lightning maudelain saw the many factions of his barons squabbling for gross pleasures, like wolves over a corpse, and blindly dealing death to one another to secure at least one more delicious gulp before that inevitable mangling by the teeth of some burlier colleague.
beast;Animalia;organism;PG11752;49.0;he must tread henceforward without fear among frenzied beasts, and to their ultimate welfare.
grass;Agrostis capillaris;organism;PG11752;50.0;they had met in a wide, unshaded plot of grass, too short to ripple, which everywhere glowed steadily, like a gem.
grass;Poaceae;organism;PG11752;50.0;they had met in a wide, unshaded plot of grass, too short to ripple, which everywhere glowed steadily, like a gem.
bird;Aves;organism;PG11752;50.0;right and left, birds sang as if in a contest.
fern;Polypodiopsida;organism;PG11752;50.0;she was splendidly clothed, in a kirtle of very bright green, tinted like the verdancy of young ferns in sunlight, and wore over all a gown of white, cut open on each side as far as the hips.
fern;Polypodiopsida;organism;PG11752;50.0;she was splendidly clothed, in a kirtle of very bright green, tinted like the verdancy of young ferns in sunlight, and wore over all a gown of white, cut open on each side as far as the hips.
leopard;Panthera pardus;organism;PG11752;50.0;this garment was embroidered with golden leopards and was trimmed with ermine.
ermine;Mustela erminea;organism;PG11752;50.0;this garment was embroidered with golden leopards and was trimmed with ermine.
sponge;Porifera;organism;PG11752;50.0;her blue eyes were as large and shining and changeable,he thought,as two oceans in midsummer, and maudelain stood motionless and seemed to himself but to revere, as the earl ixion did, some bright unstable wisp of cloud, while somehow all elation departed from him as water does from a wetted sponge compressed.
wolf;Canis lupus;organism;PG11752;50.0;charity and truth are excommunicate, and a king is only an adorned and fearful person who leads wolves toward their quarry, lest, lacking it, they turn and devour him.
anise;Pimpinella anisum;organism;PG11752;51.0;"of anise and of cumin the master gets his tithe--"" maudelain broke off with a yapping laugh."
cumin;Cuminum cyminum;organism;PG11752;51.0;"of anise and of cumin the master gets his tithe--"" maudelain broke off with a yapping laugh."
palm;Arecaceae;organism;PG11752;51.0;"then he said,""yet are we indeed god's satraps, as but now i cried in my vainglory, and we hold within our palms the destiny of many peoples."
bird;Aves;organism;PG11752;52.0;he was aware of innumerable birds that carolled with a piercing and intolerable sweetness.
dog;Canis lupus familiaris;organism;PG11752;52.0;"he barked like a teased dog, ""and play the prostitute for him that wears my crown, till you achieve in part the task which is denied me."
dog;Canidae;organism;PG11752;52.0;"he barked like a teased dog, ""and play the prostitute for him that wears my crown, till you achieve in part the task which is denied me."
linnet;Linaria (Animalia);organism;PG11752;52.0;then it was over, the ordered progress of all happenings was apparent, simple, and natural, and contentment came into his heart like a flight of linnets over level fields at dawn.
bird;Aves;organism;PG11752;53.0;and about the queen of england many birds sang joyously.
horse;Equus ferus caballus;organism;PG11752;53.0;he tethered his black horse and he came noiselessly through the doorway of the hut, and upon his breast and shoulders the snow was white as the bleached bones of those women that died in merlin's youth.
merlin;Falco columbarius;organism;PG11752;53.0;he tethered his black horse and he came noiselessly through the doorway of the hut, and upon his breast and shoulders the snow was white as the bleached bones of those women that died in merlin's youth.
palm;Arecaceae;organism;PG11752;54.0;it lay like a little yellow serpent in maudelain's palm.
horse;Equus ferus caballus;organism;PG11752;54.0;he prized up a corner of the hearthstone, took out a small leather bag, and that day purchased a horse and a sword.
old wife;Enoplosus armatus;organism;PG11752;54.0;it would seem evident, from the argument of the story in hand, that nicolas de caen attributes a large part of this mysterious business to the co-operancy of isabel of valois, king richard's eleven year old wife.
cat;Felis;organism;PG11752;54.0;"i discover only a cat that whines."""
claw;Amniota;body;PG11752;54.0;"""then 'ware his claws!"""
viper;Viperidae;organism;PG11752;54.0;as a viper leaps maudelain sprang upon the nearest fellow and wrested away his halberd.
claw;Amniota;body;PG11752;54.0;"""then 'ware his claws, my men!"
lion;Panthera leo;organism;PG11752;55.0;their meeting was a bloody business, for in that dark and crowded room maudelain raged among his nine antagonists like an angered lion among wolves.
wolf;Canis lupus;organism;PG11752;55.0;their meeting was a bloody business, for in that dark and crowded room maudelain raged among his nine antagonists like an angered lion among wolves.
stork;Ciconia;organism;PG11752;55.0;it was a puzzling record of obscure and tireless machinations with which we have no immediate concern,in brief, the barons who had ousted king log had been the very first to find their squinting king stork intolerable, and northumberland, worcester, douglas, mortimer, and so on, were already pledged and in open revolt.
stork;Ciconiiformes;organism;PG11752;55.0;it was a puzzling record of obscure and tireless machinations with which we have no immediate concern,in brief, the barons who had ousted king log had been the very first to find their squinting king stork intolerable, and northumberland, worcester, douglas, mortimer, and so on, were already pledged and in open revolt.
diver;Gavia;organism;PG11752;56.0;but i do not forget this, and i have tried divers methods which we need not speak of,--i who can at will corrupt the air, and cause sickness and storms, raise heavy mists, and create plagues and fires and shipwrecks, yet the life itself i cannot take.
tiger;Puma concolor;organism;PG11752;56.0;i merely design to trap a tiger with his appropriate bait.
tiger;Parantica;organism;PG11752;56.0;i merely design to trap a tiger with his appropriate bait.
sheep;Ovis aries;organism;PG11752;56.0;i intend to herd your sheep there, for a week or two, after the honorable example of apollo.
peach;Prunus persica;organism;PG11752;57.0;in full sunlight her cheeks were frosted like the surface of a peach, but the underlying cool pink of them was rather that of a cloud just after sunset, richard decided.
merlin;Falco columbarius;organism;PG11752;57.0;"yet since time's youth have many fine men been addicted to this insane practice, as, for example, were hercules and merlin to their illimitable sorrow, and, indeed, the more i reconsider the old gallantries of salomon, and of other venerable and sagacious potentates, the more profoundly am i ashamed of my sex."""
horse;Equus ferus caballus;organism;PG11752;57.0;then they went to welshpool, ride and tie on gwyllem's horse.
faun;Faunis;organism;PG11752;57.0;tongue loosened by the claret, gwyllem raved aloud of branwen, like a babbling faun, while to each rapture richard affably assented.
sheep;Ovis aries;organism;PG11752;58.0;"""now, were i to get as tipsy as that,"" richard enviously thought, midway in a return to his stolid sheep, ""i would simply go to sleep and wake up with a headache."
mule;Equus mulus;organism;PG11752;58.0;the next morning came a ragged man, riding upon a mule.
oak;Quercus;organism;PG11752;58.0;he sat down beneath a young oak and twisted four or five blades of grass between his fingers while he meditated.
grass;Agrostis capillaris;organism;PG11752;58.0;he sat down beneath a young oak and twisted four or five blades of grass between his fingers while he meditated.
grass;Poaceae;organism;PG11752;58.0;he sat down beneath a young oak and twisted four or five blades of grass between his fingers while he meditated.
spider;Araneae;organism;PG11752;58.0;the spider was venomous, and his destruction laudable, granted, but in crushing him you ruined his web, a miracle of patient machination, which, despite yourself, compelled hearty admiring and envy.
horse;Equus ferus caballus;organism;PG11752;59.0;in silence he fetched his horse, and did not pause to saddle it.
horse;Equus ferus caballus;organism;PG11752;59.0;the horse trod with deliberation.
lettuce;Lactuca sativa;organism;PG11752;59.0;it contained to-day a napkin, some garlic, a ham, and a small soft cheese, some shalots, salt, nuts, wild apples, lettuce, onions, and mushrooms.
onion;Allium cepa;organism;PG11752;59.0;it contained to-day a napkin, some garlic, a ham, and a small soft cheese, some shalots, salt, nuts, wild apples, lettuce, onions, and mushrooms.
garlic;Allium;organism;PG11752;59.0;it contained to-day a napkin, some garlic, a ham, and a small soft cheese, some shalots, salt, nuts, wild apples, lettuce, onions, and mushrooms.
apple;Malus domestica;organism;PG11752;59.0;it contained to-day a napkin, some garlic, a ham, and a small soft cheese, some shalots, salt, nuts, wild apples, lettuce, onions, and mushrooms.
bird;Aves;organism;PG11752;60.0;"""three sounds are rarely heard,"" said branwen, ""and these are the song of the birds of rhiannon, an invitation to feast with a miser, and a speech of wisdom from the mouth of a saxon."
dog;Canis lupus familiaris;organism;PG11752;61.0;this settled, richard whistled to his dog.
dog;Canidae;organism;PG11752;61.0;this settled, richard whistled to his dog.
sheep;Ovis aries;organism;PG11752;61.0;there were no shadows anywhere as richard and his sheep went homeward, but on every side the colors of the world were more sombre.
partridge;Perdix perdix;organism;PG11752;61.0;twice his flock roused a covey of partridges which had settled for the night.
partridge;Perdicinae;organism;PG11752;61.0;twice his flock roused a covey of partridges which had settled for the night.
bat;Chiroptera;organism;PG11752;61.0;the screech-owl had come out of his hole, and bats were already blundering about, and the air was cooling.
screech-owl;Megascops;organism;PG11752;61.0;the screech-owl had come out of his hole, and bats were already blundering about, and the air was cooling.
jester;Symbrenthia;organism;PG11752;61.0;no, cousin, fate and time are merry jesters.
sheep;Ovis aries;organism;PG11752;61.0;you the king of england ride to sycharth to your death, and i the tender of sheep depart into london, without any hindrance, to reign henceforward over these islands.
black prince;Rohana parisatis;organism;PG11752;62.0;richard had turned impatiently.
